"spo","pval","gene","funct","NCBI","padj"
"SPO0181",0.6286,"flgC","flagellar basal-body rod protein FlgC","SPO_RS00925",1
"SPO0182",1.0332,"flgB","flagellar basal-body rod protein FlgB","SPO_RS00930",1
"SPO0183",0.7902,"fliI","H+-transporting two-sector ATPase, flagellum-specific","SPO_RS00935",1
"SPO0184",0.9994,"tctA","TctA channel protein","SPO_RS00940",1
"SPO0185",0.1448,"tctB","TctB smaller channel protein, 4 transmembrane domains; tripartite tricarboxylate TTT transporter","",0.91598407960199
"SPO0186",0,"tctC","TctC solute-binding protein; tripartite tricarboxylate TTT transporter","SPO_RS00950",0
"SPO0187",0.4402,"tctD","TctD DNA-binding response regulator; tripartite tricarboxylate TTT transporter","SPO_RS00955",1
"SPO0188",0.6568,"SPO0188","two-component sensor protein","SPO_RS00960",1
"SPO0189",0.741,"SPO0189","putative iron(III) substrate binding protein","SPO_RS00965",1
"SPO0190",0.0876,"SPO0190","oxidoreductase, GMC family","SPO_RS00970",0.788454807692308
"SPO0191",0.4608,"motB","chemotaxis protein MotB","SPO_RS00975",1
"SPO0192",0.8198,"SPO0192","flagellar hook protein FlgE, putative","SPO_RS00980",1
"SPO0193",0.5076,"SPO0193","flagellar hook-associated protein FlgK, putative","SPO_RS00985",1
"SPO0194",0.5264,"SPO0194","flagellar hook-associated protein FlgL family protein","SPO_RS00990",1
"SPO0195",0.5712,"flgI","flagellar P-ring protein FlgI","SPO_RS00995",1
"SPO0196",1.0116,"fliP","flagellar biosynthetic protein FliP","SPO_RS01000",1
"SPO0197",0.7302,"fliN","flagellar motor switch protein FliN","SPO_RS01005",1
"SPO0198",1.175,"SPO0198","ABC transporter, ATP-binding protein, flagellar, putative","SPO_RS01010",1
"SPO0199",0.42,"fliF","flagellar M-ring protein FliF","SPO_RS01015",1
"SPO0200",0.028,"fliL","flagellar basal body-associated protein FliL","SPO_RS01020",0.367871698113208
"SPO0201",0.639,"SPO0201","hypothetical protein","SPO_RS01025",1
"SPO0202",1.0048,"SPO0202","hypothetical protein","SPO_RS01030",1
"SPO0203",0.5054,"motA","chemotaxis protein MotA","SPO_RS01035",1
"SPO0204",0.3894,"SPO0204","hypothetical protein","SPO_RS01040",1
"SPO0205",0.8828,"SPO0205","MmgE/PrpD family protein","SPO_RS01045",1
"SPO0206",0.3764,"SPO0206","transcriptional regulator, LysR family","SPO_RS01050",1
"SPO0207",1.0104,"SPO0207","aminomethyl transferase family protein","SPO_RS01055",1
"SPO0209",0.8372,"SPO0209","Na/Pi-cotransporter family protein","SPO_RS01065",1
"SPO0210",0.7142,"leuB","3-isopropylmalate dehydrogenase","SPO_RS01070",1
"SPO0211",0.1466,"SPO0211","transcriptional regulator, LysR family","SPO_RS01075",0.91598407960199
"SPO0212",0.661,"SPO0212","hypothetical protein","SPO_RS01080",1
"SPO0213",0.87,"SPO0213","hypothetical protein","SPO_RS01085",1
"SPO0214",0.7734,"SPO0214","hypothetical protein","SPO_RS01090",1
"SPO0215",0.1938,"leuD-1","3-isopropylmalate dehydratase, small subunit","SPO_RS01095",1
"SPO0216",0.0644,"leuC-1","3-isopropylmalate dehydratase, large subunit","SPO_RS01100",0.637456684491979
"SPO0217",0.2488,"SPO0217","hypothetical protein","",1
"SPO0218",0.639,"SPO0218","mechanosensitive ion channel family protein","SPO_RS01110",1
"SPO0219",0.428,"SPO0219","iojap-related protein","SPO_RS01115",1
"SPO0220",0.984,"rimH","Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177)","SPO_RS01120",1
"SPO0221",0.112,"SPO0221","hypothetical protein","SPO_RS01125",0.863558512720157
"SPO0222",0,"ald","alanine dehydrogenase","SPO_RS01130",0
"SPO0223",0.4266,"SPO0223","transcriptional regulator, AsnC family","SPO_RS01135",1
"SPO0224",0.5156,"SPO0224","polyphosphate kinase, putative","SPO_RS01140",1
"SPO0225",0.669,"SPO0225","transcriptional regulator, putative","SPO_RS01145",1
"SPO0226",0.2564,"SPO0226","cytochrome P450 family protein","SPO_RS01150",1
"SPO0227",0,"SPO0227","PaxA, putative","",0
"SPO0228",1.0034,"SPO0228","hypothetical protein","",1
"SPO0230",0.1444,"SPO0230","hypothetical protein","SPO_RS01175",0.91598407960199
"SPO0231",1.0134,"SPO0231","alcohol dehydrogenase, zinc-containing","SPO_RS01180",1
"SPO0232",0.1238,"SPO0232","quinone oxidoreductase, putative","SPO_RS01185",0.879669097888676
"SPO0233",0.894,"SPO0233","transcriptional regulator, AsnC family","SPO_RS01190",1
"SPO0234",1.5782,"lysdh","Lysine dehydrogenase","SPO_RS01195",1
"SPO0235",0.9818,"aasadh","alpha-aminoadipic semialdehyde dehydrogenase","SPO_RS01200",1
"SPO0236",1.3428,"SPO0236","glycerophosphoryl diester phosphodiesterase, putative","SPO_RS01205",1
"SPO0237",1.005,"ugpC","SN-glycerol-3-phosphate ABC transporter, ATP-binding protein","SPO_RS01210",1
"SPO0238",0.1646,"ugpE","SN-glycerol-3-phosphate ABC transporter, permease protein","SPO_RS01215",0.985265830721003
"SPO0239",2,"ugpA","SN-glycerol-3-phosphate ABC transporter, permease protein","SPO_RS01220",1
"SPO0240",0.714,"ugpB","SN-glycerol-3-phosphate ABC transporter, periplasmic SN-glycerol-3-phosphate-binding protein","SPO_RS01225",1
"SPO0241",0.0246,"SPO0241","transcriptional regulator, LysR family","SPO_RS01230",0.367871698113208
"SPO0248",0.6564,"ispA","farnesyl diphosphate synthase","SPO_RS01265",1
"SPO0249",0.5196,"xseB","exodeoxyribonuclease VII, small subunit","SPO_RS01270",1
"SPO0250",0.5388,"SPO0250","histone deacetylase family protein","SPO_RS01275",1
"SPO0252",0.4212,"petP","transcriptional regulator PetP","SPO_RS01285",1
"SPO0253",0,"ilvE","branched-chain amino acid aminotransferase","SPO_RS01290",0
"SPO0254",0,"ohr","organic hydroperoxide resistance protein","SPO_RS01295",0
"SPO0255",0.9994,"SPO0255","transcriptional regulator, MarR family","SPO_RS01300",1
"SPO0256",0,"SPO0256","copper-binding protein, plastocyanin/azurin family","SPO_RS01305",0
"SPO0257",0.6588,"SPO0257","hypothetical protein","SPO_RS01310",1
"SPO0258",1.0118,"SPO0258","transcriptional regulator, AraC family","SPO_RS01315",1
"SPO0259",0.9974,"SPO0259","hypothetical protein","SPO_RS01320",1
"SPO0260",0.7544,"SPO0260","alkaline phosphatase, putative","SPO_RS01325",1
"SPO0261",0.6358,"SPO0261","hypothetical protein","SPO_RS01330",1
"SPO0263",0.7234,"SPO0263","membrane protein","SPO_RS01340",1
"SPO0264",0.1478,"SPO0264","CaiB/BaiF family protein","SPO_RS01345",0.91598407960199
"SPO0265",0.344,"SPO0265","auxin efflux carrier family protein","SPO_RS01350",1
"SPO0266",0.431,"SPO0266","HD domain protein","SPO_RS01355",1
"SPO0268",0.1136,"ribH-1","riboflavin synthase, beta subunit","",0.863558512720157
"SPO0269",0.9954,"SPO0269","negative transcriptional regulator","SPO_RS01370",1
"SPO0270",0.035,"SPO0270","glutathione S-transferase family protein","SPO_RS01375",0.392636363636364
"SPO0273",NA,"petC","ubiquinol--cytochrome c reductase, cytochrome c1","SPO_RS01390",NA
"SPO0274",0.5334,"SPO0274","hypothetical protein","",1
"SPO0275",1.0044,"SPO0275","cytochrome b, putative","SPO_RS01400",1
"SPO0276",0.553,"SPO0276","transcriptional regulator, LuxR family","SPO_RS01405",1
"SPO0277",0.3982,"SPO0277","MiaB-like tRNA modifying enzyme","SPO_RS01410",1
"SPO0280",0.8524,"SPO0280","transposase, truncation","",1
"SPO0281",0.8384,"SPO0281","hypothetical protein","SPO_RS01425",1
"SPO0282",0.0896,"SPO0282","hypothetical protein","SPO_RS01430",0.78976
"SPO0284",0.1726,"SPO0284","dihydroorotase, multifunctional complex type","SPO_RS01440",0.99218198757764
"SPO0285",0,"SPO0285","hypothetical protein","SPO_RS01445",0
"SPO0286",0,"SPO0286","hypothetical protein","SPO_RS01450",0
"SPO0287",1.0098,"pyrB","aspartate carbamoyltransferase","SPO_RS01455",1
"SPO0289",0.1158,"SPO0289","Ser/Thr protein phosphatase family protein","SPO_RS01470",0.863558512720157
"SPO0290",0.5136,"SPO0290","transmembrane amino acid efflux protein","SPO_RS01475",1
"SPO0291",0.519,"SPO0291","molybdenum cofactor biosynthesis protein B","SPO_RS01480",1
"SPO0292",0.485,"SPO0292","efflux transporter, RND family, MFP subunit","SPO_RS01485",1
"SPO0293",0,"SPO0293","transporter, AcrB/AcrD/AcrF family","SPO_RS01490",0
"SPO0294",0.2926,"SPO0294","hydrolase, NUDIX family","SPO_RS01495",1
"SPO0295",0.4,"SPO0295","hypothetical protein","SPO_RS01500",1
"SPO0296",1.0108,"SPO0296","hypothetical protein","SPO_RS01505",1
"SPO0297",0.2308,"SPO0297","Sua5/YciO/YrdC family protein","SPO_RS01510",1
"SPO0298",0.3968,"SPO0298","acyl-CoA dehydrogenase family protein","SPO_RS01515",1
"SPO0299",1.0198,"SPO0299","metallo-beta-lactamase family protein","SPO_RS01520",1
"SPO0300",1.581,"SPO0300","hypothetical protein","SPO_RS01525",1
"SPO0301",0.9812,"SPO0301","glycerophosphoryl diester phosphodiesterase family protein","SPO_RS01530",1
"SPO0302",0.6578,"SPO0302","hypothetical protein","SPO_RS01535",1
"SPO0303",1.0022,"SPO0303","cytochrome c oxidase, subunit IV domain protein","SPO_RS01540",1
"SPO0304",0.99,"SPO0304","lipoprotein, putative","SPO_RS01545",1
"SPO0305",1.1026,"SPO0305","AzlC family protein","SPO_RS01555",1
"SPO0306",0.2664,"fdhD","formate dehydrogenase accessory protein FdhD","SPO_RS01560",1
"SPO0307",0.5592,"mobA","molybdopterin-guanine dinucleotide biosynthesis protein A","SPO_RS01570",1
"SPO0308",0.7126,"mobB","molybdopterin-guanine dinucleotide biosynthesis protein B","SPO_RS01575",1
"SPO0309",0.684,"SPO0309","hypothetical protein","SPO_RS01580",1
"SPO0310",0.4064,"moeA","molybdopterin biosynthesis protein MoeA","SPO_RS01585",1
"SPO0311",1.416,"SPO0311","hypothetical protein","SPO_RS01590",1
"SPO0312",0.977,"greA","transcription elongation factor GreA","SPO_RS01595",1
"SPO0313",0.8102,"SPO0313","glyoxalase family protein","SPO_RS01600",1
"SPO0314",1.0024,"soxR","redox-sensitive transcriptional activator SoxR","SPO_RS01605",1
"SPO0315",0.6734,"SPO0315","hypothetical protein","SPO_RS01610",1
"SPO0317",0.1432,"SPO0317","TPR domain protein","SPO_RS01620",0.91598407960199
"SPO0320",0.361,"SPO0320","hypothetical protein","SPO_RS01635",1
"SPO0321",0.1356,"SPO0321","hypothetical protein","SPO_RS01640",0.91598407960199
"SPO0322",0,"SPO0322","hypothetical protein","SPO_RS22380",0
"SPO0323",0.5308,"SPO0323","hypothetical protein","SPO_RS01645",1
"SPO0324",0.0864,"SPO0324","transcriptional regulator, LysR family","SPO_RS01650",0.788454807692308
"SPO0325",0.0536,"phbB","acetoacetyl-CoA reductase","SPO_RS01655",0.588804747774481
"SPO0326",0.4332,"phbA","acetyl-CoA acetyltransferase","SPO_RS01660",1
"SPO0327",0.2564,"SPO0327","EAL domain protein","SPO_RS01665",1
"SPO0328",0.2058,"SPO0328","hypothetical protein","SPO_RS01670",1
"SPO0329",0.8094,"SPO0329","hypothetical protein","SPO_RS01675",1
"SPO0330",0.4934,"ccpA","cytochrome c peroxidase","SPO_RS01680",1
"SPO0331",0.9678,"SPO0331","thiol:disulfide interchange protein, putative","SPO_RS01685",1
"SPO0332",2,"argH","argininosuccinate lyase","SPO_RS01690",1
"SPO0333",1.0056,"SPO0333","lipoprotein, putative","SPO_RS01695",1
"SPO0334",0.1176,"lysA","diaminopimelate decarboxylase","SPO_RS01700",0.863558512720157
"SPO0335",1.0968,"SPO0335","hypothetical protein","SPO_RS01705",1
"SPO0336",0.4594,"SPO0336","MJ0042 family finger-like domain protein","SPO_RS01710",1
"SPO0337",0,"ftsE","cell division ATP-binding protein FtsE","SPO_RS01715",0
"SPO0338",0.9944,"SPO0338","cell division permease protein FtsX, putative","SPO_RS01720",1
"SPO0339",0.9854,"SPO0339","acyltransferase family protein","SPO_RS01725",1
"SPO0342",0.0262,"SPO0342","hypothetical protein","SPO_RS01735",0.367871698113208
"SPO0343",0.678,"sucB","2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase","SPO_RS01740",1
"SPO0344a",0,"SPO0344a","hypothetical protein","SPO_RS01750",0
"SPO0345",0.382,"SPO0345","hypothetical protein","SPO_RS01755",1
"SPO0346a",0.2788,"SPO0346a","hypothetical protein","SPO_RS22730",1
"SPO0347",0.8626,"SPO0347","succinyl-CoA synthase, beta subunit","SPO_RS01765",1
"SPO0348",0.1886,"SPO0348","hypothetical protein","SPO_RS22090",1
"SPO0349",0.0562,"mdh","malate dehydrogenase, NAD-dependent","SPO_RS01775",0.599574639769452
"SPO0350",0.6018,"SPO0350","hypothetical protein","SPO_RS01780",1
"SPO0351",0.1872,"SPO0351","hypothetical protein","SPO_RS01785",1
"SPO0352",1.1664,"citE","citrate lyase, beta subunit","SPO_RS01790",1
"SPO0353",0.7248,"SPO0353","NnrU family protein","SPO_RS01795",1
"SPO0354",0.78,"SPO0354","hypothetical protein","SPO_RS01800",1
"SPO0355",0.9818,"SPO0355","hypothetical protein","SPO_RS01805",1
"SPO0356",1.2854,"SPO0356","hypothetical protein","SPO_RS01810",1
"SPO0357",1.046,"SPO0357","von Willebrand factor type A domain protein","SPO_RS01815",1
"SPO0360a",0.7178,"SPO0360a","hypothetical protein","SPO_RS22735",1
"SPO0362",0.995,"SPO0362","type I secretion target repeat protein","SPO_RS01840",1
"SPO0363",1.0038,"SPO0363","hypothetical protein","",1
"SPO0364",1.012,"SPO0364","decarboxylase, pyridoxal-dependent","SPO_RS01845",1
