mean,lwrCL,uprCL,spo,naCount
1.027,1.016,1.04,SPO0110,0
1.042,1.032,1.053,SPO0111,0
1.033,1.019,1.047,SPO0112,0
1.008,0.98,1.036,SPO0113,0
1.043,1.009,1.078,SPO0114,0
1.008,0.991,1.025,SPO0115,0
1.003,0.983,1.02,SPO0116,0
0.939,0.932,0.947,SPO0118,0
1.039,0.953,1.121,SPO0119,0
0.987,0.959,1.015,SPO0120,0
1.023,0.979,1.071,SPO0122,0
0.948,0.919,0.979,SPO0123,0
1.053,1.034,1.072,SPO0124,0
1.028,0.966,1.092,SPO0125,0
1.029,0.986,1.072,SPO0126,0
1.077,0.948,1.206,SPO0127,0
1.015,0.982,1.052,SPO0128,0
1.007,0.959,1.057,SPO0129,0
0.906,0.859,0.96,SPO0130,0
1.077,1.034,1.122,SPO0131,0
0.933,0.917,0.95,SPO0132,0
1.019,0.995,1.053,SPO0133,0
1.046,0.929,1.179,SPO0134,0
1.014,0.971,1.057,SPO0135,0
1.012,0.985,1.043,SPO0136,0
1.019,0.999,1.041,SPO0137,0
0.946,0.924,0.967,SPO0138,0
0.982,0.962,1.003,SPO0139,0
0.947,0.896,0.997,SPO0140,0
0.947,0.895,1.004,SPO0141,0
1.006,0.971,1.039,SPO0142,0
0.953,0.929,0.974,SPO0143,0
NA,NA,NA,SPO0144,10000
1.061,1.034,1.085,SPO0146,0
0.486,0.157,0.737,SPO0147,0
NA,NA,NA,SPO0149,10000
NA,NA,NA,SPO0150,10000
0.942,0.919,0.968,SPO0151,0
0.986,0.967,1.01,SPO0152,0
0.807,0.74,0.866,SPO0153,0
0.979,0.942,1.015,SPO0154,0
NA,NA,NA,SPO0155,10000
0.992,0.965,1.015,SPO0156,0
1.01,0.981,1.04,SPO0157,0
1.063,1.036,1.09,SPO0160,0
0.978,0.954,1.001,SPO0161,0
0.983,0.931,1.048,SPO0162,0
0.939,0.918,0.963,SPO0163,0
0.952,0.92,0.979,SPO0164,0
0.978,0.919,1.036,SPO0165,0
0.983,0.941,1.025,SPO0166,0
0.996,0.946,1.054,SPO0167,0
0.968,0.928,1.017,SPO0168,0
1.024,0.978,1.076,SPO0169,0
1.031,0.997,1.071,SPO0170,0
0.977,0.904,1.057,SPO0171,0
0.991,0.952,1.029,SPO0172,0
0.985,0.858,1.111,SPO0173,0
0.883,0.79,0.973,SPO0174,0
0.976,0.919,1.03,SPO0175,0
0.931,0.83,1.032,SPO0176,0
0.99,0.956,1.024,SPO0177,0
0.977,0.917,1.038,SPO0178,0
0.878,0.797,0.957,SPO0179,0
0.965,0.889,1.036,SPO0180,0
0.94,0.867,1.014,SPO0181,0
0.951,0.919,0.992,SPO0182,0
0.974,0.891,1.045,SPO0183,0
1.035,1.014,1.058,SPO0184,0
0.996,0.983,1.008,SPO0185,0
1.055,1.04,1.069,SPO0186,0
0.941,0.856,1.013,SPO0187,0
0.976,0.948,1.003,SPO0188,0
0.968,0.927,1.01,SPO0189,0
0.974,0.962,0.986,SPO0190,0
0.973,0.932,1.014,SPO0191,0
0.976,0.933,1.022,SPO0192,0
0.956,0.912,1.001,SPO0193,0
1.006,0.96,1.053,SPO0194,0
1.021,0.98,1.06,SPO0195,0
1.037,0.988,1.091,SPO0196,0
0.989,0.96,1.021,SPO0197,0
0.998,0.946,1.046,SPO0198,0
1.023,0.992,1.055,SPO0199,0
0.997,0.973,1.021,SPO0200,0
1.017,0.93,1.114,SPO0201,0
1.026,0.983,1.075,SPO0202,0
0.97,0.919,1.013,SPO0203,0
0.996,0.953,1.048,SPO0204,0
0.981,0.915,1.077,SPO0205,0
0.934,0.886,0.985,SPO0206,0
1.01,0.969,1.059,SPO0207,0
0.989,0.951,1.022,SPO0209,0
0.045,0,0.134,SPO0210,0
1.019,0.983,1.052,SPO0211,0
0.989,0.952,1.025,SPO0212,0
1.007,0.974,1.056,SPO0213,0
1.02,0.982,1.056,SPO0214,0
0.19,0.151,0.22,SPO0215,0
0.064,0.021,0.091,SPO0216,0
0.884,0.744,1.017,SPO0217,0
0.973,0.943,1.004,SPO0218,0
0.991,0.962,1.02,SPO0219,0
1.066,1.018,1.122,SPO0220,0
1.098,1.024,1.191,SPO0221,0
1.054,1.024,1.081,SPO0222,0
0.99,0.965,1.02,SPO0223,0
1.011,0.959,1.058,SPO0224,0
0.973,0.927,1.018,SPO0225,0
1.008,0.975,1.046,SPO0226,0
1.06,1.042,1.078,SPO0227,0
1.009,0.958,1.057,SPO0228,0
1.127,1.069,1.189,SPO0230,0
1.026,0.994,1.055,SPO0231,0
1.002,0.989,1.014,SPO0232,0
0.981,0.861,1.095,SPO0233,0
1.065,1.038,1.09,SPO0234,0
1.05,1.028,1.079,SPO0235,0
1.045,1.034,1.056,SPO0236,0
1.026,1.005,1.048,SPO0237,0
0.998,0.976,1.018,SPO0238,0
1.009,0.992,1.027,SPO0239,0
0.992,0.96,1.019,SPO0240,0
0.998,0.977,1.02,SPO0241,0
NA,NA,NA,SPO0247,10000
1.054,0.995,1.108,SPO0248,0
1.18,1.024,1.334,SPO0249,0
0.99,0.957,1.023,SPO0250,0
NA,NA,NA,SPO0251,10000
0,0,0,SPO0252,0
1.142,1.13,1.157,SPO0253,0
1.065,1.044,1.087,SPO0254,0
0.969,0.91,1.026,SPO0255,0
0.964,0.914,1.02,SPO0256,0
0.969,0.911,1.028,SPO0257,0
1.008,0.994,1.021,SPO0258,0
0.933,0.796,1.057,SPO0259,0
1.014,0.983,1.042,SPO0260,0
0.985,0.948,1.027,SPO0261,0
0.951,0.907,0.994,SPO0263,0
1.003,0.965,1.048,SPO0264,0
0.96,0.919,1,SPO0265,0
0.952,0.913,0.992,SPO0266,0
NA,NA,NA,SPO0267,10000
1.054,0.994,1.115,SPO0268,0
0.973,0.928,1.017,SPO0269,0
1.081,1.017,1.147,SPO0270,0
NA,NA,NA,SPO0271,10000
NA,NA,NA,SPO0272,10000
1.555,1.133,1.848,SPO0273,3166
0.979,0.91,1.046,SPO0274,0
1.016,0.945,1.077,SPO0275,0
0.953,0.885,1.03,SPO0276,0
0.992,0.947,1.038,SPO0277,0
NA,NA,NA,SPO0278,10000
1.025,0.888,1.198,SPO0280,38
1.006,0.91,1.118,SPO0281,0
1.066,0.988,1.151,SPO0282,0
NA,NA,NA,SPO0283,10000
0.152,0,0.308,SPO0284,0
0.805,0.725,0.894,SPO0285,0
0.715,0.554,0.848,SPO0286,0
0.086,0,0.261,SPO0287,0
NA,NA,NA,SPO0288,10000
0.782,0.735,0.827,SPO0289,0
0.956,0.892,1.015,SPO0290,0
0.727,0.705,0.751,SPO0291,0
1.006,0.975,1.044,SPO0292,0
1.023,1.014,1.031,SPO0293,0
0.952,0.85,1.049,SPO0294,0
1.01,0.977,1.046,SPO0295,0
1.05,1.012,1.087,SPO0296,0
0,0,0,SPO0297,620
1.005,0.987,1.021,SPO0298,0
1.024,0.983,1.054,SPO0299,0
1.037,1.002,1.076,SPO0300,0
1,0.979,1.019,SPO0301,0
0.962,0.865,1.045,SPO0302,0
1.007,0.937,1.084,SPO0303,0
1.088,1.052,1.121,SPO0304,0
1.012,0.928,1.102,SPO0305,0
0.837,0.788,0.882,SPO0306,0
0.806,0.703,0.898,SPO0307,0
0.905,0.752,1.047,SPO0308,0
0.961,0.926,1.003,SPO0309,0
0.903,0.814,1.012,SPO0310,0
1.121,1.097,1.145,SPO0311,0
1.004,0.978,1.032,SPO0312,0
1.016,0.952,1.081,SPO0313,0
1.034,0.974,1.091,SPO0314,0
0.901,0.809,1.005,SPO0315,0
NA,NA,NA,SPO0316,10000
1.007,0.955,1.061,SPO0317,0
NA,NA,NA,SPO0318,10000
NA,NA,NA,SPO0319,10000
1.04,0.886,1.191,SPO0320,0
1.074,1.001,1.153,SPO0321,0
1.146,1.114,1.178,SPO0322,0
1.041,1.018,1.072,SPO0323,0
1.006,0.969,1.048,SPO0324,0
0.635,0.491,0.776,SPO0325,0
0.991,0.971,1.011,SPO0326,0
0.984,0.911,1.053,SPO0327,0
0.912,0.87,0.959,SPO0328,0
0.945,0.879,1.021,SPO0329,0
0.961,0.86,1.03,SPO0330,0
0.8,0.264,1.095,SPO0331,0
0,0,0,SPO0332,0
1.059,1.012,1.107,SPO0333,0
0.501,0.441,0.564,SPO0334,0
0.99,0.965,1.016,SPO0335,0
0.864,0.709,1.009,SPO0336,0
1.082,1.047,1.102,SPO0337,0
1.078,1.035,1.116,SPO0338,0
1.029,0.983,1.072,SPO0339,0
NA,NA,NA,SPO0340,10000
0.848,0.797,0.906,SPO0342,0
1.063,0.842,1.432,SPO0343,597
NA,NA,NA,SPO0344,10000
0.492,0.395,0.589,SPO0344a,0
0.373,0.123,0.542,SPO0345,0
NA,NA,NA,SPO0346,10000
0.831,0.798,0.863,SPO0346a,0
0,0,0,SPO0347,3147
1.003,0.976,1.029,SPO0348,0
0.156,0.045,0.247,SPO0349,0
0.974,0.886,1.06,SPO0350,0
1.062,0.978,1.164,SPO0351,0
0.969,0.919,1.019,SPO0352,0
0.973,0.907,1.04,SPO0353,0
0.959,0.904,1.012,SPO0354,0
0.777,0.621,0.908,SPO0355,0
1.02,0.993,1.041,SPO0356,0
0.966,0.952,0.98,SPO0357,0
NA,NA,NA,SPO0358,10000
0.27,0,0.791,SPO0360a,19
1.006,0.992,1.018,SPO0362,0
1.029,0.98,1.077,SPO0363,0
0.993,0.977,1.01,SPO0364,0
0.945,0.92,0.979,SPO0365,0
0.886,0.874,0.902,SPO0366,0
0.949,0.934,0.964,SPO0367,0
0.954,0.945,0.963,SPO0368,0
0.978,0.952,1.007,SPO0369,0
1.042,1.017,1.07,SPO0370,0
0.98,0.964,0.999,SPO0371,0
1.022,0.972,1.074,SPO0372,0
1.031,0.993,1.069,SPO0373,0
0.89,0.826,0.945,SPO0374,0
0.911,0.875,0.948,SPO0375,0
1.02,0.988,1.059,SPO0376,0
1.037,1.009,1.064,SPO0377,0
1.043,1.017,1.069,SPO0378,0
1.018,0.964,1.067,SPO0379,0
0.96,0.918,1.009,SPO0380,0
NA,NA,NA,SPO0381,10000
NA,NA,NA,SPO0382,10000
0.998,0.837,1.149,SPO0383,0
1.017,0.935,1.092,SPO0384,0
1.012,0.973,1.052,SPO0385,0
0.329,0.207,0.422,SPO0386,0
1.026,0.965,1.089,SPO0387,0
1.117,1.101,1.132,SPO0388,0
0.904,0.846,0.953,SPO0389,0
1.064,1.04,1.093,SPO0390,0
1.052,1.008,1.092,SPO0391,0
NA,NA,NA,SPO0392,10000
0.997,0.956,1.033,SPO0393,0
0.976,0.928,1.024,SPO0394,0
1.016,0.926,1.09,SPO0395,0
NA,NA,NA,SPO0396,10000
0.89,0.778,1.02,SPO0397,0
0.946,0.842,1.057,SPO0398,0
0.919,0.686,1.13,SPO0399,0
1.05,0.981,1.125,SPO0400,0
0.651,0.487,0.857,SPO0401,0
0.944,0.896,0.993,SPO0402,0
1.012,0.97,1.062,SPO0403,0
NA,NA,NA,SPO0404,10000
1.034,0.479,1.379,SPO0405,2
1.066,0.99,1.135,SPO0406,0
0.977,0.947,1.003,SPO0407,0
NA,NA,NA,SPO0408,10000
0.827,0.692,0.973,SPO0409,0
0.656,0.582,0.733,SPO0410,0
0.991,0.849,1.122,SPO0411,0
0.774,0.658,0.883,SPO0412,0
0.991,0.943,1.034,SPO0413,0
1.03,1.021,1.038,SPO0414,0
0.995,0.969,1.024,SPO0415,0
NA,NA,NA,SPO0416,10000
1.15,1.015,1.296,SPO0417,0
NA,NA,NA,SPO0418,10000
1.114,0.842,1.329,SPO0419,4301
NA,NA,NA,SPO0420,10000
0.928,0.836,1.007,SPO0421,0
0.382,0.286,0.451,SPO0422,0
1.007,0.96,1.063,SPO0423,0
0.963,0.92,1.004,SPO0424,0
1.03,1.006,1.054,SPO0425,0
1.309,1.276,1.326,SPO0426,4301
0.972,0.901,1.036,SPO0427,0
0.974,0.94,1.013,SPO0428,0
0.963,0.91,1.023,SPO0429,0
NA,NA,NA,SPO0430,10000
0.996,0.97,1.022,SPO0431,0
0.886,0.781,0.976,SPO0432,0
0.962,0.933,0.994,SPO0433,0
0.999,0.931,1.076,SPO0434,0
1.034,0.973,1.094,SPO0435,0
0.939,0.896,0.984,SPO0436,0
0.972,0.924,1.014,SPO0437,0
1.02,0.997,1.042,SPO0438,0
0.942,0.819,1.053,SPO0439,0
0.955,0.908,1.01,SPO0440,0
0.949,0.74,1.145,SPO0441,0
1.081,0.933,1.229,SPO0442,0
1.101,1.011,1.188,SPO0443,0
0.954,0.873,1.031,SPO0444,0
0.915,0.831,0.985,SPO0445,0
0.798,0.761,0.834,SPO0446,0
0.907,0.865,0.956,SPO0447,0
1.024,0.973,1.081,SPO0448,0
NA,NA,NA,SPO0449,10000
1.037,0.977,1.103,SPO0450,0
1,0.959,1.038,SPO0451,0
0.951,0.902,1.002,SPO0452,0
0.914,0.844,0.983,SPO0453,0
1.058,1.036,1.084,SPO0454,0
NA,NA,NA,SPO0455,10000
1.048,1.002,1.097,SPO0456,0
1.002,0.96,1.038,SPO0457,0
0.971,0.947,0.996,SPO0458,0
0.94,0.894,0.988,SPO0460,0
1.018,0.957,1.079,SPO0461,0
0.922,0.853,1,SPO0462,0
0.996,0.943,1.052,SPO0463,0
0.966,0.874,1.049,SPO0464,0
1.084,0.968,1.202,SPO0465,0
1.001,0.939,1.061,SPO0466,0
1.016,0.945,1.096,SPO0467,0
1.042,0.971,1.149,SPO0468,0
1.001,0.938,1.064,SPO0469,0
1.005,0.971,1.044,SPO0470,0
0.95,0.907,0.989,SPO0471,0
0.953,0.89,1.03,SPO0472,0
0.889,0.812,0.964,SPO0473,0
1.059,0.884,1.227,SPO0474,0
NA,NA,NA,SPO0475,10000
1.002,0.924,1.064,SPO0476,0
0.96,0.898,1.017,SPO0477,0
1.019,0.984,1.049,SPO0478,0
0.985,0.976,0.994,SPO0479,0
1.059,1.03,1.085,SPO0481,0
0.89,0.834,0.947,SPO0482,0
1.028,0.997,1.049,SPO0483,0
NA,NA,NA,SPO0484,10000
NA,NA,NA,SPO0485,10000
NA,NA,NA,SPO0486,10000
NA,NA,NA,SPO0487,10000
1,0.986,1.013,SPO0489,0
0.957,0.925,0.989,SPO0490,0
1.005,0.948,1.045,SPO0491,0
0.963,0.927,1,SPO0491a,0
1.039,0.979,1.104,SPO0492,0
NA,NA,NA,SPO0496,10000
0.627,0.583,0.67,SPO0503,0
1.044,1.034,1.053,SPO0504,0
1.017,1.006,1.029,SPO0504a,0
NA,NA,NA,SPO0505,10000
NA,NA,NA,SPO0506,10000
1.08,1.007,1.169,SPO0507,0
1.021,0.985,1.057,SPO0508,0
NA,NA,NA,SPO0511,10000
0.718,0.222,1.192,SPO0512,2
1.006,0.909,1.106,SPO0513,0
1.026,0.983,1.08,SPO0514,0
0.996,0.978,1.016,SPO0515,0
0.669,0.543,0.788,SPO0516,0
0.881,0.825,0.938,SPO0517,0
NA,NA,NA,SPO0518,10000
NA,NA,NA,SPO0519,10000
0.958,0.921,0.997,SPO0520,0
0.906,0.853,0.952,SPO0521,0
0.943,0.897,0.989,SPO0522,0
1.066,1.008,1.124,SPO0523,0
1.003,0.895,1.107,SPO0524,0
0.972,0.907,1.054,SPO0525,0
0.566,0,1.16,SPO0526,1045
0.958,0.9,1.021,SPO0527,0
0.935,0.92,0.95,SPO0528,0
1.171,1.076,1.265,SPO0529,0
NA,NA,NA,SPO0530,10000
NA,NA,NA,SPO0531,10000
0.364,0,0.735,SPO0532,3242
1.09,1.037,1.136,SPO0533,0
1.036,0.99,1.084,SPO0534,0
0.989,0.958,1.021,SPO0535,0
1.222,1.108,1.324,SPO0536,0
NA,NA,NA,SPO0537,10000
NA,NA,NA,SPO0538,10000
0.961,0.88,1.026,SPO0539,0
0.963,0.915,1.009,SPO0540,0
0.966,0.935,0.993,SPO0541,0
1.036,0.984,1.084,SPO0543,0
0.969,0.928,1.006,SPO0544,0
0.967,0.929,1.001,SPO0545,0
0.918,0.873,0.961,SPO0546,0
0.891,0.78,0.995,SPO0547,0
0.989,0.942,1.037,SPO0548,0
1.041,0.979,1.106,SPO0549,0
0.847,0.302,1.209,SPO0550,0
0.941,0.853,1.029,SPO0551,0
1.068,0.851,1.251,SPO0552,0
1.005,0.918,1.079,SPO0553,0
1.123,1.076,1.178,SPO0554,0
0.999,0.941,1.085,SPO0555,0
1.036,0.998,1.074,SPO0556,0
1.039,1.012,1.063,SPO0557,0
0.951,0.92,0.983,SPO0558,0
1.033,0.987,1.079,SPO0559,0
1.007,0.988,1.026,SPO0560,0
0.979,0.933,1.026,SPO0561,0
0.985,0.86,1.124,SPO0562,0
0.863,0.794,0.93,SPO0563,0
0.935,0.894,0.977,SPO0564,0
0.882,0.77,0.992,SPO0565,0
0.849,0.75,0.959,SPO0566,0
0.78,0.272,1.202,SPO0567,1
1.048,1.025,1.071,SPO0568,0
0.978,0.83,1.113,SPO0569,0
0.975,0.9,1.063,SPO0570,0
0.979,0.884,1.08,SPO0571,0
0.904,0.735,1.051,SPO0572,0
0.646,0.528,0.778,SPO0573,0
1.002,0.97,1.035,SPO0574,0
0.966,0.893,1.046,SPO0575,0
1.099,1.065,1.131,SPO0576,0
0.849,0.751,0.942,SPO0577,0
0.902,0.863,0.948,SPO0578,0
0.87,0.779,0.958,SPO0579,0
1.055,0.95,1.223,SPO0580,0
0.919,0.802,1.028,SPO0581,0
1.011,0.961,1.06,SPO0582,0
1.059,0.985,1.146,SPO0583,0
1.055,1.029,1.083,SPO0584,0
1.043,1.023,1.066,SPO0585,0
1.012,0.989,1.035,SPO0586,0
1.058,0.996,1.135,SPO0587,0
1.013,0.864,1.159,SPO0588,0
0.932,0.896,0.971,SPO0589,0
0.601,0.299,0.815,SPO0590,0
1.012,0.959,1.068,SPO0591,0
0.938,0.812,1.078,SPO0592,0
0.885,0.64,1.134,SPO0593,0
0.811,0.695,0.911,SPO0594,0
1.007,0.872,1.151,SPO0595,0
0.955,0.832,1.083,SPO0596,0
0.904,0.737,1.084,SPO0597,0
0.899,0.848,0.936,SPO0598,0
1.104,1.009,1.199,SPO0599,0
0.973,0.938,1.008,SPO0600,0
0.973,0.95,1.001,SPO0601,0
0.953,0.918,0.991,SPO0602,0
0.793,0,1.153,SPO0604,79
1.043,1,1.081,SPO0605,0
0.936,0.857,1.022,SPO0606,0
0.947,0.763,1.082,SPO0607,0
0.942,0.895,0.982,SPO0608,0
1.015,0.957,1.068,SPO0609,0
1.002,0.941,1.055,SPO0610,0
0.92,0.878,0.962,SPO0611,0
0.926,0.815,1.036,SPO0612,0
1.073,0.886,1.249,SPO0613,0
1.051,0.904,1.205,SPO0614,0
1.02,0.965,1.074,SPO0615,0
1.036,0.97,1.093,SPO0616,0
0.985,0.939,1.032,SPO0618,0
0.943,0.901,0.985,SPO0619,0
0.744,0.529,0.908,SPO0620,0
0.985,0.95,1.022,SPO0621,0
0.965,0.946,0.985,SPO0622,0
0.938,0.914,0.962,SPO0623,0
0.952,0.936,0.968,SPO0624,0
0.973,0.957,0.991,SPO0628,0
1.045,1.009,1.082,SPO0628a,0
1.002,0.963,1.04,SPO0629,0
1.033,1.006,1.059,SPO0632,0
1.046,1,1.091,SPO0633,0
0.91,0.825,1.007,SPO0634,0
1.043,1.03,1.056,SPO0635,0
0.902,0.692,1.166,SPO0636,0
NA,NA,NA,SPO0637,10000
0.971,0.897,1.042,SPO0638,0
1.036,0.962,1.111,SPO0639,0
1.041,0.998,1.085,SPO0641,0
1.073,1.011,1.135,SPO0642,0
1.033,1.006,1.075,SPO0643,0
0.879,0.751,1.012,SPO0644,0
1.051,0.994,1.107,SPO0645,0
NA,NA,NA,SPO0646,10000
0.767,0.272,1.071,SPO0647,2
1.02,0.96,1.08,SPO0648,0
0.929,0.895,0.962,SPO0649,0
0.99,0.959,1.026,SPO0650,0
1.018,0.984,1.05,SPO0651,0
1.132,0.829,1.546,SPO0652,0
0.956,0.9,1.002,SPO0653,0
1.056,0.981,1.13,SPO0654,0
0.956,0.874,1.027,SPO0655,0
NA,NA,NA,SPO0656,10000
0.999,0.947,1.057,SPO0657,0
0.905,0.87,0.945,SPO0658,0
0.984,0.904,1.067,SPO0659,0
0.989,0.947,1.032,SPO0660,0
0.959,0.865,1.068,SPO0661,0
0.984,0.904,1.079,SPO0662,0
0.926,0.856,1.005,SPO0663,0
1.021,0.923,1.129,SPO0664,0
0.977,0.789,1.135,SPO0665,0
0.803,0.532,0.998,SPO0666,0
NA,NA,NA,SPO0667,10000
0.268,0,0.661,SPO0668,3170
NA,NA,NA,SPO0669,10000
1.002,0.932,1.071,SPO0670,0
0.996,0.942,1.053,SPO0671,0
1.011,0.952,1.064,SPO0672,0
0.978,0.939,1.019,SPO0673,0
0.902,0.825,0.966,SPO0674,0
0.74,0.649,0.819,SPO0675,0
0.583,0,1.069,SPO0676,3
1.045,0.999,1.096,SPO0677,0
0.951,0.881,1.01,SPO0678,0
1.039,0.909,1.184,SPO0679,0
1.023,0.958,1.084,SPO0680,0
1.194,0.961,1.529,SPO0681,0
1.036,0.979,1.086,SPO0682,0
1.017,0.94,1.095,SPO0683,0
1.112,0.959,1.258,SPO0684,0
1.034,1.005,1.065,SPO0685,0
1.025,0.997,1.057,SPO0686,0
1.015,0.942,1.089,SPO0687,0
1.035,0.978,1.089,SPO0688,0
0.53,0,1.08,SPO0689,3
0.889,0.852,0.934,SPO0690,0
0.604,0.188,0.898,SPO0691,0
1.029,0.977,1.093,SPO0692,0
0.975,0.943,1.008,SPO0693,0
0.932,0.888,0.973,SPO0694,0
1.162,1.063,1.282,SPO0695,0
1.013,0.936,1.088,SPO0697,0
0.966,0.83,1.138,SPO0698,0
0.889,0.791,0.985,SPO0699,0
1.103,1.027,1.192,SPO0700,0
1.003,0.937,1.068,SPO0701,0
0.992,0.943,1.046,SPO0702,0
0.97,0.876,1.079,SPO0703,0
0.938,0.862,1.001,SPO0704,0
1.011,0.94,1.092,SPO0705,0
1.023,0.998,1.047,SPO0706,0
0.88,0.777,0.978,SPO0707,0
0.894,0.78,0.994,SPO0708,0
NA,NA,NA,SPO0709,10000
1.05,0.991,1.113,SPO0710,0
0.884,0.85,0.917,SPO0711,0
0.891,0.783,1.011,SPO0712,0
1.047,0.98,1.118,SPO0713,0
0.218,0,0.865,SPO0714,620
0.317,0.088,0.547,SPO0715,0
1.013,0.976,1.05,SPO0716,0
1.051,0.995,1.09,SPO0717,0
0.91,0.718,1.09,SPO0718,0
0.985,0.507,1.795,SPO0721,355
0.538,0,1.167,SPO0722,98
1.109,1.047,1.181,SPO0723,0
0.956,0.901,1.015,SPO0724,0
0.908,0.77,1.031,SPO0725,0
NA,NA,NA,SPO0726,10000
0.701,0.238,1.028,SPO0727,0
0.977,0.953,1.006,SPO0728,0
0,0,0,SPO0729,3080
NA,NA,NA,SPO0731,10000
0.136,0,0.564,SPO0732,3111
1.047,0.997,1.118,SPO0733,0
0.953,0.849,1.063,SPO0734,0
1.054,1.014,1.085,SPO0735,0
0.954,0.941,0.967,SPO0736,0
1.006,0.827,1.196,SPO0737,0
1.014,0.97,1.061,SPO0738,0
1.032,0.974,1.101,SPO0739,0
1.002,0.96,1.056,SPO0740,0
0.973,0.89,1.043,SPO0741,0
