mean,lwrCL,uprCL,stdev,lwrCL_adj,uprCL_adj,spo,naCount
1.034,0.929,1.153,0.057,0.866,1.247,SPO1078,0
1.082,0.838,1.354,0.134,0.668,1.557,SPO1079,0
1.101,1.009,1.199,0.049,0.946,1.269,SPO1080,0
0.952,0.844,1.069,0.059,0.765,1.158,SPO1081,0
0.917,0.639,1.241,0.139,0.609,1.25,SPO1082,98
1.001,0.951,1.059,0.028,0.923,1.114,SPO1083,0
0.95,0.558,1.425,0.224,0.369,1.798,SPO1084,3
0.865,0.791,0.939,0.038,0.748,0.976,SPO1085,0
1.004,0.948,1.073,0.032,0.927,1.129,SPO1086,0
0.903,0.845,0.965,0.032,0.801,1.019,SPO1087,0
0.999,0.941,1.056,0.03,0.892,1.102,SPO1088,0
0.903,0.816,0.998,0.046,0.766,1.087,SPO1089,0
0.978,0.934,1.017,0.021,0.895,1.038,SPO1090,0
0.807,0,1.232,0.265,0,1.244,SPO1091,108
1.002,0.939,1.086,0.039,0.927,1.156,SPO1092,0
0.963,0.919,1.007,0.023,0.907,1.034,SPO1093,0
0,0,0,0,0,0,SPO1094,0
0.985,0.952,1.018,0.016,0.936,1.042,SPO1094a,0
0.953,0.9,1.01,0.028,0.873,1.041,SPO1095,0
NA,NA,NA,NA,NA,NA,SPO1096,10000
0.668,0.53,0.814,0.073,0.454,0.937,SPO1097,0
0.855,0.781,0.927,0.038,0.724,0.98,SPO1098,0
NA,NA,NA,NA,NA,NA,SPO1099,10000
0.533,0.185,0.85,0.174,0,1.053,SPO1101,0
0.882,0,1.591,0.54,0,1.591,SPO1102,1541
0.986,0.883,1.079,0.051,0.801,1.137,SPO1103,0
0.998,0.912,1.103,0.049,0.883,1.184,SPO1104,0
NA,NA,NA,NA,NA,NA,SPO1105,10000
0.896,0.759,1.032,0.069,0.715,1.108,SPO1106,0
1.033,0.957,1.118,0.042,0.899,1.18,SPO1107,0
1.018,0.962,1.082,0.03,0.929,1.143,SPO1108,0
0.995,0.954,1.03,0.019,0.927,1.048,SPO1109,0
0.956,0.866,1.03,0.041,0.806,1.067,SPO1110,0
0.998,0.836,1.205,0.097,0.745,1.362,SPO1111,0
1.015,0.928,1.097,0.043,0.861,1.15,SPO1112,0
1.035,0.96,1.097,0.036,0.896,1.132,SPO1113,0
1.036,0.951,1.124,0.044,0.908,1.18,SPO1114,0
0.985,0.946,1.024,0.02,0.913,1.047,SPO1115,0
1.007,0.992,1.02,0.007,0.981,1.028,SPO1116,0
0.596,0.489,0.702,0.054,0.453,0.729,SPO1117,0
NA,NA,NA,NA,NA,NA,SPO1118,10000
1.024,0.944,1.098,0.04,0.892,1.13,SPO1119,0
0.839,0.775,0.91,0.035,0.731,0.968,SPO1120,0
NA,NA,NA,NA,NA,NA,SPO1121,10000
1.007,0.876,1.122,0.064,0.758,1.176,SPO1122,0
NA,NA,NA,NA,NA,NA,SPO1123,10000
NA,NA,NA,NA,NA,NA,SPO1124,10000
1.076,1.036,1.117,0.021,1.004,1.143,SPO1125,0
1.038,0.972,1.103,0.034,0.922,1.156,SPO1126,0
0.654,0.474,0.825,0.091,0.373,0.918,SPO1127,0
1.068,0.992,1.149,0.041,0.944,1.226,SPO1128,0
1.099,1.068,1.127,0.015,1.046,1.143,SPO1129,0
1.107,0.901,1.313,0.105,0.779,1.416,SPO1130,0
1.042,0.998,1.089,0.023,0.975,1.125,SPO1131,0
1.031,0.956,1.093,0.035,0.894,1.124,SPO1132,0
0.973,0.92,1.02,0.026,0.876,1.054,SPO1133,0
1.009,0.896,1.135,0.062,0.85,1.278,SPO1134,0
0.999,0.946,1.061,0.03,0.927,1.107,SPO1135,0
0.907,0.848,0.958,0.028,0.794,0.987,SPO1136,0
0.934,0.887,0.98,0.024,0.847,1.009,SPO1137,0
0.975,0.889,1.06,0.045,0.835,1.088,SPO1138,0
0.956,0.866,1.029,0.042,0.792,1.061,SPO1139,0
0.95,0.883,1.008,0.032,0.831,1.037,SPO1140,0
0.879,0.702,1.046,0.089,0.572,1.154,SPO1141,0
0.996,0.949,1.036,0.023,0.906,1.056,SPO1142,0
0.818,0.746,0.908,0.042,0.694,0.98,SPO1143,0
0.966,0.856,1.084,0.059,0.77,1.173,SPO1144,0
1.021,0.976,1.074,0.025,0.949,1.123,SPO1145,0
0.978,0.913,1.048,0.035,0.866,1.11,SPO1146,0
0.922,0.875,0.972,0.025,0.844,1.002,SPO1147,0
1.049,0.995,1.103,0.028,0.964,1.147,SPO1148,0
1.04,0.865,1.231,0.095,0.79,1.448,SPO1150,0
0.958,0.391,1.463,0.3,0.391,1.463,SPO1151,2219
0.97,0.931,1.007,0.019,0.897,1.023,SPO1152,0
0.975,0.871,1.082,0.055,0.817,1.166,SPO1153,0
1.029,0.946,1.112,0.043,0.887,1.178,SPO1154,0
0.303,0,0.63,0.162,0,0.88,SPO1155,0
NA,NA,NA,NA,NA,NA,SPO1156,10000
NA,NA,NA,NA,NA,NA,SPO1157,10000
NA,NA,NA,NA,NA,NA,SPO1158,10000
0.722,0.244,1.057,0.217,0,1.119,SPO1159,0
0.97,0.931,1.007,0.02,0.902,1.03,SPO1160,0
0.939,0.854,1.023,0.043,0.803,1.069,SPO1161,0
NA,NA,NA,NA,NA,NA,SPO1162,10000
NA,NA,NA,NA,NA,NA,SPO1163,10000
1.09,0.959,1.199,0.062,0.861,1.243,SPO1164,0
0.959,0.815,1.102,0.074,0.713,1.172,SPO1165,0
0.995,0.93,1.063,0.034,0.897,1.124,SPO1166,0
1.086,0.52,1.429,0.255,0,1.581,SPO1168,4
0.989,0.947,1.024,0.02,0.911,1.043,SPO1171,0
1.102,1.011,1.215,0.053,0.977,1.298,SPO1172,0
0.975,0.854,1.096,0.063,0.767,1.205,SPO1173,0
0.96,0.906,1.018,0.029,0.87,1.062,SPO1174,0
0.97,0.896,1.05,0.04,0.852,1.116,SPO1175,0
1.014,0.958,1.069,0.029,0.909,1.108,SPO1176,0
NA,NA,NA,NA,NA,NA,SPO1177,10000
NA,NA,NA,NA,NA,NA,SPO1178,10000
NA,NA,NA,NA,NA,NA,SPO1179,10000
NA,NA,NA,NA,NA,NA,SPO1180,10000
1.099,0.974,1.211,0.072,0.974,1.211,SPO1181,2175
NA,NA,NA,NA,NA,NA,SPO1182,10000
NA,NA,NA,NA,NA,NA,SPO1183,10000
NA,NA,NA,NA,NA,NA,SPO1184,10000
1.01,0.996,1.021,0.006,0.986,1.027,SPO1185,0
0.758,0.706,0.808,0.026,0.675,0.831,SPO1186,0
NA,NA,NA,NA,NA,NA,SPO1187,10000
0.986,0.926,1.034,0.028,0.872,1.05,SPO1188,0
1.064,0.961,1.168,0.052,0.899,1.237,SPO1189,0
0.905,0.697,1.058,0.095,0.589,1.094,SPO1190,40
0.742,0,1.145,0.273,0,1.247,SPO1191,34
0.715,0,1.084,0.246,0,1.167,SPO1192,101
NA,NA,NA,NA,NA,NA,SPO1193,10000
NA,NA,NA,NA,NA,NA,SPO1194,10000
NA,NA,NA,NA,NA,NA,SPO1195,10000
NA,NA,NA,NA,NA,NA,SPO1196,10000
1.101,1.02,1.193,0.045,0.965,1.257,SPO1197,0
NA,NA,NA,NA,NA,NA,SPO1198,10000
0.755,0,1.342,0.347,0,1.525,SPO1199,38
NA,NA,NA,NA,NA,NA,SPO1200,10000
NA,NA,NA,NA,NA,NA,SPO1201,10000
NA,NA,NA,NA,NA,NA,SPO1202,10000
NA,NA,NA,NA,NA,NA,SPO1203,10000
0.947,0.808,1.085,0.069,0.767,1.119,SPO1204,0
NA,NA,NA,NA,NA,NA,SPO1205,10000
0.941,0.758,1.094,0.088,0.62,1.192,SPO1206,0
0.908,0.786,1.049,0.067,0.738,1.175,SPO1207,0
0.923,0.699,1.21,0.124,0.633,1.248,SPO1208,207
1.048,1.021,1.07,0.012,1.002,1.076,SPO1209,0
0.988,0.958,1.019,0.016,0.938,1.036,SPO1210,0
1.011,0.964,1.06,0.025,0.927,1.098,SPO1211,0
0.987,0.926,1.049,0.031,0.89,1.088,SPO1212,0
0.992,0.97,1.012,0.011,0.952,1.026,SPO1213,0
1.011,0.958,1.061,0.027,0.91,1.085,SPO1214,0
1.009,0.931,1.082,0.038,0.874,1.127,SPO1215,0
0.855,0.77,0.954,0.048,0.739,1.031,SPO1216,0
0.885,0.684,1.025,0.09,0.572,1.064,SPO1217,0
0.929,0.904,0.957,0.013,0.896,0.983,SPO1218,0
1.048,1.03,1.067,0.01,1.019,1.077,SPO1219,0
0.967,0.941,0.993,0.014,0.931,1.01,SPO1220,0
0.994,0.985,1.002,0.004,0.981,1.005,SPO1221,0
0.894,0.872,0.912,0.01,0.856,0.917,SPO1222,0
1.02,0.926,1.139,0.056,0.876,1.24,SPO1223,0
0.908,0.855,0.96,0.027,0.813,0.993,SPO1224,0
0.738,0.27,0.999,0.195,0,1.112,SPO1225,0
0.971,0.959,0.982,0.006,0.949,0.992,SPO1226,0
0.938,0.899,0.979,0.02,0.873,1.009,SPO1226a,0
0.95,0.913,0.992,0.021,0.893,1.022,SPO1227,0
0.917,0.856,0.972,0.03,0.796,1.009,SPO1228,0
0.907,0.85,0.958,0.028,0.799,0.991,SPO1229,0
0.917,0.902,0.934,0.008,0.895,0.955,SPO1230,0
0.965,0.933,1,0.017,0.91,1.03,SPO1231,0
0.908,0.818,0.981,0.042,0.752,1.014,SPO1232,0
0.932,0.923,0.942,0.005,0.919,0.945,SPO1233,0
1.007,0.982,1.033,0.013,0.963,1.052,SPO1234,0
0.966,0.958,0.977,0.005,0.955,0.99,SPO1235,0
0.973,0.948,1.002,0.014,0.939,1.029,SPO1236,0
0.95,0.932,0.964,0.009,0.916,0.969,SPO1237,0
NA,NA,NA,NA,NA,NA,SPO1239,10000
0.833,0.711,0.957,0.061,0.693,0.987,SPO1240,0
1.058,1.036,1.079,0.011,1.02,1.095,SPO1241,0
NA,NA,NA,NA,NA,NA,SPO1242,10000
0.97,0.766,1.163,0.102,0.593,1.274,SPO1243,0
1.025,0.723,1.299,0.146,0.527,1.477,SPO1244,0
1.064,1.04,1.087,0.012,1.023,1.101,SPO1245,0
0.805,0.673,0.912,0.063,0.568,0.951,SPO1246,0
0.899,0.779,1.007,0.06,0.698,1.045,SPO1247,0
1.039,0.98,1.1,0.031,0.939,1.136,SPO1249,0
1.192,1.089,1.311,0.057,1.052,1.406,SPO1250,0
1.02,0.947,1.091,0.037,0.894,1.134,SPO1251,0
1.084,1.024,1.149,0.032,0.993,1.196,SPO1252a,0
NA,NA,NA,NA,NA,NA,SPO1253,10000
1.11,1.052,1.178,0.033,1.018,1.239,SPO1254,0
1.103,1.024,1.196,0.045,0.993,1.271,SPO1255,0
0.992,0.86,1.128,0.07,0.785,1.246,SPO1256,0
0.928,0.824,1.013,0.049,0.747,1.079,SPO1257,0
NA,NA,NA,NA,NA,NA,SPO1258,10000
0.991,0.888,1.077,0.049,0.82,1.109,SPO1259,0
1.013,0.941,1.094,0.04,0.91,1.163,SPO1260,0
1.172,1.106,1.243,0.038,1.106,1.243,SPO1261,1500
0.968,0.939,1.001,0.016,0.926,1.031,SPO1262,0
1.087,0.997,1.181,0.047,0.926,1.236,SPO1263,0
0.99,0.932,1.049,0.03,0.886,1.081,SPO1264,0
0.386,0,1.26,0.392,0,1.292,SPO1265,363
1.127,0.939,1.422,0.13,0.939,1.422,SPO1267,1030
1.006,0.846,1.209,0.094,0.769,1.368,SPO1268,0
1.082,0.999,1.184,0.057,0.999,1.184,SPO1269,1485
0.829,0.654,0.999,0.09,0.612,1.059,SPO1270,38
1.013,0.956,1.073,0.03,0.922,1.125,SPO1271,0
1.05,1.01,1.091,0.021,0.98,1.123,SPO1272,0
0.985,0.948,1.022,0.019,0.929,1.049,SPO1274,0
1.003,0.914,1.127,0.056,0.884,1.207,SPO1275,0
1.108,0.916,1.237,0.08,0.868,1.288,SPO1276,41
0.96,0.915,1.004,0.023,0.89,1.03,SPO1277,0
0.987,0.874,1.104,0.06,0.794,1.2,SPO1278,0
0.998,0.799,1.177,0.099,0.639,1.275,SPO1279,0
0.908,0.83,0.988,0.041,0.78,1.023,SPO1280,0
NA,NA,NA,NA,NA,NA,SPO1281,10000
NA,NA,NA,NA,NA,NA,SPO1282,10000
NA,NA,NA,NA,NA,NA,SPO1283,10000
1.036,1.013,1.061,0.012,0.996,1.08,SPO1284,0
0.943,0.846,1.032,0.048,0.783,1.09,SPO1285,0
1.095,0.994,1.19,0.05,0.909,1.275,SPO1286,0
0.678,0.242,1.079,0.223,0,1.168,SPO1287,0
0.903,0.831,0.979,0.038,0.776,1.038,SPO1288,0
0.99,0.926,1.062,0.035,0.875,1.135,SPO1289,0
0.992,0.888,1.104,0.057,0.843,1.221,SPO1290,0
0.98,0.919,1.039,0.031,0.875,1.086,SPO1291,0
0.644,0.357,0.791,0.107,0.338,0.82,SPO1292,42
0.939,0.847,1.029,0.047,0.765,1.1,SPO1293,0
0.809,0.758,0.853,0.025,0.708,0.871,SPO1294,0
0.947,0.875,1.011,0.036,0.823,1.041,SPO1295,0
1.005,0.952,1.057,0.027,0.911,1.102,SPO1298,0
0.987,0.908,1.055,0.039,0.832,1.088,SPO1299,0
1.032,0.985,1.076,0.023,0.957,1.1,SPO1300,0
1.009,0.946,1.052,0.028,0.905,1.068,SPO1301,0
1.011,0.975,1.044,0.018,0.943,1.063,SPO1302,0
0.956,0.8,1.088,0.072,0.712,1.169,SPO1303,0
1.005,0.966,1.045,0.021,0.937,1.073,SPO1304,0
0.976,0.95,1,0.013,0.937,1.013,SPO1305,0
1.072,0.993,1.145,0.039,0.923,1.187,SPO1306,0
1.081,1.007,1.158,0.039,0.963,1.219,SPO1307,0
1.037,0.965,1.112,0.038,0.927,1.173,SPO1308,0
0.936,0.793,1.081,0.074,0.675,1.191,SPO1309,0
0.981,0.874,1.087,0.054,0.762,1.162,SPO1310,0
0.71,0.19,1.202,0.264,0,1.51,SPO1310a,3
1.021,0.963,1.071,0.028,0.924,1.105,SPO1311,0
0.571,0,0.978,0.261,0,0.978,SPO1312,645
NA,NA,NA,NA,NA,NA,SPO1313,10000
1.053,0.999,1.11,0.029,0.963,1.158,SPO1314,0
1.065,0.993,1.13,0.035,0.948,1.167,SPO1315,0
1.086,0.964,1.228,0.068,0.921,1.322,SPO1316,0
0.091,0,0.273,0.078,0,0.39,SPO1318,0
0.954,0.837,1.07,0.06,0.739,1.137,SPO1319,0
0.847,0.609,1.043,0.113,0.431,1.142,SPO1320,0
0.956,0,1.368,0.336,0,1.387,SPO1321,187
1.106,1.048,1.161,0.029,1.028,1.196,SPO1322,0
0.987,0.881,1.097,0.056,0.807,1.152,SPO1323,0
1.04,0.859,1.299,0.115,0.805,1.476,SPO1324,0
0.895,0.79,0.996,0.052,0.749,1.031,SPO1325,35
NA,NA,NA,NA,NA,NA,SPO1326,10000
0.851,0.778,0.925,0.038,0.728,0.968,SPO1327,0
0.881,0.841,0.924,0.021,0.817,0.939,SPO1328,0
0.522,0.299,0.661,0.096,0.171,0.705,SPO1329,0
0.762,0.658,0.867,0.054,0.597,0.954,SPO1330,0
0.96,0.858,1.043,0.048,0.791,1.086,SPO1331,0
0.289,0,1.133,0.44,0,1.133,SPO1332,3217
1.077,1.027,1.135,0.028,0.999,1.187,SPO1333,0
0.873,0.705,1.059,0.092,0.627,1.22,SPO1334,0
0.575,0,0.858,0.209,0,0.903,SPO1335,36
NA,NA,NA,NA,NA,NA,SPO1336,10000
0.938,0.899,0.984,0.022,0.879,1.028,SPO1337,0
0.661,0,1.443,0.51,0,1.443,SPO1337a,2179
0.381,0,1.062,0.409,0,1.062,SPO1339,2187
0.954,0.889,1.024,0.035,0.854,1.066,SPO1340,0
1.044,1.044,1.044,0,1.044,1.044,SPO1341,7734
0.921,0.732,1.078,0.089,0.587,1.167,SPO1342,0
0.935,0.806,1.056,0.065,0.727,1.141,SPO1343,0
0.995,0.699,1.283,0.135,0.656,1.283,SPO1344,169
0.57,0.182,0.869,0.176,0,1.026,SPO1345,0
0.929,0.624,1.081,0.102,0.623,1.129,SPO1346,83
1.017,0.962,1.064,0.027,0.916,1.094,SPO1347,0
NA,NA,NA,NA,NA,NA,SPO1348,10000
1.148,1.049,1.248,0.051,0.978,1.313,SPO1349,0
0.075,0,0.233,0.067,0,0.353,SPO1351,0
1.124,1.124,1.124,0,1.124,1.124,SPO1352,7694
1.119,1.017,1.218,0.052,0.948,1.286,SPO1352a,0
NA,NA,NA,NA,NA,NA,SPO1353,10000
0.888,0.799,0.966,0.044,0.73,0.998,SPO1354,0
NA,NA,NA,NA,NA,NA,SPO1355,10000
1.07,0.961,1.227,0.07,0.928,1.325,SPO1356,0
0.734,0.615,0.845,0.059,0.528,0.92,SPO1356a,0
1.11,0.988,1.227,0.062,0.891,1.289,SPO1357,0
0.595,0,0.819,0.305,0,0.819,SPO1358,3128
0.739,0.658,0.843,0.049,0.646,0.905,SPO1359,0
1.067,1.003,1.144,0.037,0.97,1.198,SPO1360,0
0.957,0.798,1.087,0.075,0.651,1.13,SPO1361,0
NA,NA,NA,NA,NA,NA,SPO1362,10000
NA,NA,NA,NA,NA,NA,SPO1363,10000
NA,NA,NA,NA,NA,NA,SPO1364,10000
0.951,0.866,1.075,0.055,0.833,1.152,SPO1364a,0
0.993,0.931,1.056,0.032,0.889,1.11,SPO1365,0
0.07,0,0.212,0.062,0,0.327,SPO1366,0
0.36,0,0.784,0.204,0,0.999,SPO1367,3
0.729,0.615,0.842,0.058,0.542,0.914,SPO1368,0
0.966,0.916,1.015,0.025,0.886,1.051,SPO1369,0
0.945,0.886,1.005,0.03,0.846,1.045,SPO1370,0
NA,NA,NA,NA,NA,NA,SPO1371,10000
0.967,0.93,0.998,0.017,0.9,1.012,SPO1372,0
0.906,0.859,0.964,0.027,0.833,1.01,SPO1373,0
1.092,0.958,1.213,0.065,0.872,1.29,SPO1374,0
0.975,0.912,1.06,0.038,0.889,1.116,SPO1375,0
1.053,0.963,1.151,0.048,0.918,1.235,SPO1376,0
NA,NA,NA,NA,NA,NA,SPO1377,10000
0.971,0.808,1.162,0.092,0.716,1.305,SPO1379,0
0.947,0.866,1.03,0.042,0.791,1.081,SPO1380,0
0.74,0,1.131,0.265,0,1.166,SPO1381,184
0.973,0.914,1.031,0.029,0.876,1.052,SPO1382,0
0.833,0.806,0.867,0.016,0.794,0.895,SPO1383,0
0.982,0.857,1.062,0.056,0.769,1.075,SPO1384,0
0.979,0.92,1.047,0.033,0.894,1.102,SPO1385,0
1.28,1.28,1.28,0,1.28,1.28,SPO1386,5889
1.052,1.017,1.09,0.018,0.998,1.118,SPO1387,0
0.937,0.784,1.071,0.074,0.685,1.142,SPO1388,0
NA,NA,NA,NA,NA,NA,SPO1389,10000
0,0,0,0,0,0,SPO1390,3079
0.887,0.772,0.981,0.067,0.772,0.981,SPO1392,3153
0.092,0,0.38,0.145,0,0.38,SPO1393,3114
0.965,0.913,1.023,0.028,0.882,1.076,SPO1394,0
1.126,0.823,1.452,0.162,0.618,1.685,SPO1395,0
0.696,0.221,1.017,0.205,0,1.103,SPO1396,0
1.023,0.94,1.114,0.044,0.89,1.181,SPO1397,0
0.921,0.807,1.003,0.051,0.727,1.036,SPO1398,0
0.673,0.226,0.954,0.197,0,1.005,SPO1399,0
1.039,0.898,1.169,0.069,0.742,1.253,SPO1400,0
0.747,0.508,0.948,0.112,0.346,1.065,SPO1401,0
NA,NA,NA,NA,NA,NA,SPO1403,10000
0.984,0.932,1.03,0.025,0.893,1.043,SPO1404,0
0.932,0.89,0.974,0.021,0.86,0.997,SPO1405,0
1.035,0.919,1.131,0.055,0.825,1.162,SPO1406,0
0.84,0.546,1.054,0.134,0.374,1.124,SPO1407,0
1.005,0.966,1.047,0.021,0.942,1.085,SPO1408,0
1.272,1.214,1.318,0.027,1.168,1.346,SPO1409,0
1.021,0.977,1.071,0.024,0.951,1.124,SPO1410,0
0.967,0.883,1.063,0.046,0.837,1.138,SPO1411,0
1.019,0.996,1.041,0.012,0.981,1.057,SPO1412,0
1.043,1.035,1.052,0.004,1.03,1.059,SPO1412a,0
1.037,0.999,1.078,0.021,0.972,1.114,SPO1413,0
1.035,0.952,1.108,0.041,0.9,1.141,SPO1414,0
0.653,0,1.014,0.247,0,1.044,SPO1415,43
0.781,0,1.15,0.282,0,1.177,SPO1416,34
0.953,0.856,1.047,0.049,0.79,1.091,SPO1417,0
1.007,0.935,1.073,0.035,0.887,1.113,SPO1421,0
NA,NA,NA,NA,NA,NA,SPO1422,10000
NA,NA,NA,NA,NA,NA,SPO1423,10000
0.962,0.874,1.043,0.044,0.788,1.082,SPO1424,0
0.774,0.269,1.182,0.244,0,1.264,SPO1425,5
1.056,0.992,1.122,0.033,0.942,1.177,SPO1426,0
0.974,0.922,1.012,0.023,0.892,1.028,SPO1427,0
1.038,0.947,1.16,0.054,0.936,1.251,SPO1429,0
0.86,0.316,1.247,0.244,0,1.416,SPO1430,0
1.044,0.985,1.1,0.03,0.93,1.13,SPO1431,0
0.915,0.865,0.961,0.025,0.827,0.99,SPO1432,0
0.865,0.786,0.953,0.043,0.744,1.028,SPO1433,0
NA,NA,NA,NA,NA,NA,SPO1434,10000
0.993,0.931,1.051,0.031,0.878,1.085,SPO1435,0
1.08,0.979,1.17,0.049,0.882,1.206,SPO1436,0
0.869,0.321,1.185,0.233,0,1.294,SPO1437,0
0.844,0.273,1.205,0.251,0,1.29,SPO1438,0
1.067,1.034,1.098,0.016,1.01,1.119,SPO1439,0
1.012,0.94,1.09,0.039,0.898,1.158,SPO1440,0
1.023,0.93,1.093,0.042,0.866,1.128,SPO1441,0
0.96,0.833,1.084,0.065,0.731,1.176,SPO1442,0
0.953,0.891,1.017,0.033,0.859,1.069,SPO1443,0
0.99,0.894,1.103,0.054,0.865,1.171,SPO1444,0
0.947,0.797,1.106,0.081,0.712,1.235,SPO1445,0
0.847,0.683,1.006,0.082,0.59,1.114,SPO1446,0
0.973,0.92,1.034,0.029,0.897,1.071,SPO1447,0
0.874,0.804,0.94,0.035,0.746,0.992,SPO1448,0
1.061,0.901,1.221,0.082,0.797,1.307,SPO1449,0
0.945,0.869,1.036,0.043,0.821,1.097,SPO1450,0
0.803,0.264,1.168,0.229,0,1.318,SPO1451,0
0.986,0.919,1.049,0.033,0.873,1.098,SPO1452,0
1.01,0.904,1.128,0.058,0.852,1.225,SPO1453,0
0.971,0.831,1.105,0.07,0.709,1.171,SPO1454,0
NA,NA,NA,NA,NA,NA,SPO1455,10000
1.02,0.917,1.119,0.052,0.841,1.176,SPO1456,0
1.006,0.887,1.133,0.063,0.816,1.226,SPO1457,0
1.045,1.014,1.077,0.015,0.996,1.089,SPO1459,0
1.006,0.814,1.196,0.099,0.651,1.348,SPO1460,0
0.834,0.774,0.883,0.028,0.731,0.907,SPO1461,0
0.964,0.915,1.005,0.023,0.869,1.019,SPO1462,0
0.855,0.684,1.06,0.098,0.605,1.194,SPO1463,0
0.896,0.333,1.381,0.268,0,1.588,SPO1464,0
0.955,0.858,1.058,0.052,0.789,1.154,SPO1465,0
1.253,1.105,1.475,0.099,1.034,1.62,SPO1466,1
NA,NA,NA,NA,NA,NA,SPO1467,10000
1.059,0.974,1.161,0.048,0.937,1.239,SPO1468,0
1.157,0.887,1.441,0.142,0.774,1.598,SPO1469,0
0.762,0.648,0.879,0.058,0.572,0.946,SPO1470,0
1.104,0.965,1.241,0.071,0.905,1.344,SPO1471,0
1.003,0.947,1.065,0.03,0.905,1.107,SPO1472,0
0.865,0.688,1.043,0.091,0.612,1.151,SPO1473,0
0.264,0,0.474,0.149,0,0.474,SPO1474,185
0.956,0.851,1.054,0.052,0.754,1.117,SPO1475,0
0.394,0,0.815,0.22,0,1.082,SPO1476,0
0.976,0.746,1.19,0.114,0.612,1.298,SPO1477,0
0.661,0.206,1.011,0.206,0,1.145,SPO1478,0
0.847,0.775,0.916,0.036,0.717,0.952,SPO1479,0
1.217,0.989,1.489,0.125,0.896,1.646,SPO1480,16
0.837,0.69,0.994,0.078,0.59,1.114,SPO1481,0
0.902,0.827,0.967,0.036,0.769,1.011,SPO1482,0
0.78,0.65,0.91,0.064,0.594,0.976,SPO1483,0
0.92,0.349,1.286,0.243,0,1.389,SPO1484,200
0.972,0.862,1.065,0.053,0.758,1.11,SPO1485,0
0.875,0.772,0.973,0.052,0.719,1.019,SPO1486,0
NA,NA,NA,NA,NA,NA,SPO1487,10000
0.983,0.915,1.067,0.039,0.876,1.141,SPO1488,0
0.908,0.841,0.974,0.034,0.807,1.006,SPO1489,0
0.925,0.867,0.979,0.029,0.821,1.015,SPO1490,0
0.872,0.765,0.996,0.059,0.7,1.111,SPO1491,0
0.893,0.834,0.951,0.03,0.789,0.994,SPO1492,0
0.981,0.893,1.061,0.044,0.817,1.111,SPO1493,0
1.126,0.876,1.37,0.125,0.704,1.541,SPO1494,0
0.812,0.606,1.019,0.107,0.485,1.194,SPO1495,0
1.034,0.982,1.099,0.03,0.953,1.144,SPO1496,0
1.036,0.928,1.142,0.055,0.868,1.217,SPO1497,0
1.062,0.999,1.126,0.032,0.956,1.173,SPO1498,0
1.019,0.908,1.126,0.056,0.847,1.185,SPO1499,0
NA,NA,NA,NA,NA,NA,SPO1500,10000
0.935,0.746,1.094,0.09,0.617,1.182,SPO1501,0
1.007,0.814,1.173,0.097,0.652,1.297,SPO1502,0
0.951,0.831,1.084,0.064,0.758,1.237,SPO1503,0
0.822,0.693,1.025,0.089,0.654,1.154,SPO1505,0
0.843,0.713,0.93,0.057,0.633,0.959,SPO1506,0
0.899,0.33,1.263,0.246,0,1.365,SPO1507,0
0.752,0.598,0.894,0.079,0.467,0.997,SPO1508,0
0.922,0.695,1.132,0.113,0.526,1.259,SPO1510,0
1.544,1.347,1.738,0.186,1.347,1.738,SPO1511,5952
NA,NA,NA,NA,NA,NA,SPO1512,10000
1.008,0.882,1.15,0.069,0.8,1.246,SPO1513,0
1.008,0.814,1.213,0.104,0.667,1.364,SPO1514,0
0.959,0.924,0.992,0.018,0.895,1.011,SPO1515,0
0.789,0.659,0.916,0.065,0.58,0.987,SPO1516,0
0.814,0.65,0.932,0.074,0.536,0.97,SPO1517,0
0.31,0,0.835,0.259,0,0.835,SPO1518,652
0.947,0.915,0.981,0.017,0.894,1.011,SPO1519,0
0.815,0,1.3,0.31,0,1.336,SPO1520,197
0.93,0.803,1.04,0.062,0.698,1.08,SPO1521,0
1.043,0.875,1.233,0.093,0.772,1.415,SPO1522,1
1.146,1.146,1.146,0,1.146,1.146,SPO1523,5903
0.221,0,0.888,0.344,0,0.888,SPO1524,3135
0.846,0.571,1.081,0.131,0.349,1.203,SPO1525,0
1.016,0.902,1.124,0.084,0.902,1.124,SPO1526,4347
0.542,0,1.155,0.325,0,1.187,SPO1527,190
NA,NA,NA,NA,NA,NA,SPO1528,10000
0.754,0.25,1.036,0.219,0,1.075,SPO1529,0
0.904,0.748,1.034,0.075,0.602,1.096,SPO1530,0
1.339,1.116,1.815,0.173,1.116,1.815,SPO1531,985
0.842,0.408,1.078,0.187,0.191,1.105,SPO1532,0
0.731,0.457,0.963,0.131,0.241,1.113,SPO1533,0
0.935,0.619,1.198,0.151,0.335,1.358,SPO1534,0
0.844,0.56,1.036,0.125,0.367,1.097,SPO1535,0
0.897,0.732,1.045,0.082,0.603,1.121,SPO1536,0
NA,NA,NA,NA,NA,NA,SPO1537,10000
0.861,0.548,1.088,0.141,0.333,1.188,SPO1538,0
1.004,0.897,1.132,0.061,0.829,1.238,SPO1539,0
0.888,0.754,0.996,0.064,0.647,1.039,SPO1540,0
1.28,1.251,1.296,0.019,1.251,1.296,SPO1541,4298
0.889,0.787,0.989,0.053,0.707,1.064,SPO1542,0
0.914,0.587,1.131,0.143,0.379,1.206,SPO1543,0
